_ нервна система осъществява връзка с околната среда чрез сетивните системи и двигателния апарат _ нервна система получава информация от вътрешните органи, кръвоносните съдове и сърцето и тяхното действие.;соматичната, вегетативната;Тема 3
В зависимост от местоположението нервната система се дели на _ и _;централна, периферна;Тема 3
Централната нервна система се състои от _ мозък и _ мозък.;главен, гръбначен;Тема 3
Главният мозък се намира в _ , а гръбначният - в канала на _;черепа, гръбначния стълб;Тема 3
Периферната нервна система се изградена от нерви,  _ и _ Тя свързва двупосочно централната нервна система с периферните органи.;нервни възли, сплетения;Тема 3
Периферната нервна система с изградена от _ нервните възли и сплетенията. Тя провежда _ до централната нервна система и до периферните органи.;нервите, импулси;Тема 3
При напречен срез на гръбначния мозък се вижда, че е изграден от централно разположено _ вещество с формата на буквата Н, което е обградено с _ вещество.;сиво, бяло;Тема 3
Периферно разположеното бяло вещество на гръбначния мозък е изградено от _ на нервни клетки, намиращи се в _ вещество на гръбначния и главния мозък.;аксони, сивото;Тема 3
От двете страни на гръбначния мозък се намират гръбначномозъчни нервни _ В тях са разположени _ неврони с особен строеж.;възли, сетивни;Тема 3
От гръбначния мозък излизат _ чифта гръбначномозъчни нерви. Тези нерви провеждат нервни импулси до _ и мускулите на шията, туловището и крайниците.;31, кожата;Тема 3
Веригата от _ сетивен неврон, нервен център, _ неврон и самия мускул се нарича рефлексна дъга.;рецептор, двигателен;Тема 3
При опарване или убождане нервните импулси се провеждат от рецептора по сетивния неврон _ мозък, където _ се предава на двигателния неврон.;гръбначния, възбуждането;Тема 3
В _ мозък е представена част от вегетативната нервна система, осъществяваща неговата вегетативна функция, която е свързана с _ органи.;гръбначния, вътрешните;Тема 3
При всички рефлекси нервните импулси, възникнали в _ се провеждат по верига от неврони и достигат до мускули (или _), като предизвикват съкращение (или секреция) - рефлексна дъга.;рецепторите, жлези;Тема 3
Крайният мозък се състои от две полукълба, свързани помежду си със снопове _ мозъчно вещество. Така двете полукълба могат да _ заедно.;бяло, функционират;Тема 4
В основата на крайния мозък в бялото мозъчно вещество се намират струпвания от _ мозъчно вещество, свързани с _ дейност.;сиво, двигателната;Тема 4
Безусловните рефлекси са вродени и техните рефлексни дъги се намират на нивото на _ и _;гръбначния мозък, мозъчния ствол;Тема 4
В _ част на челния дял пред централната бразда се намира _ зона.;задната, двигателна;Тема 4
Зад двигателната зона в предната част на _ дял е зоната за _ сетивност.;теменния, обща;Тема 4
Чрез повърхностната сетивност се възприема допир,  _, натиск, _;болка, температура;Тема 4
В _ дял е зрителната зона. При увреждането ѝ настъпва _слепота.;тилния, корова;Тема 4
В слепоочния ляп се намира _ зона, а в съседство на нея е разположена _ зона.;слуховата, равновесната;Тема 4
Лявото полукълбо е свързано с _ възможности и абстрактно мислене, а дясното е свързано с _ и художествени способности.;математически, музикални;Тема 4
Главният мозък е изграден от _ мозък, междинен мозък, _ мозък и мозъчен ствол.;краен, малък;Тема 4
Мозъчният ствол се образува от _ , _ мозък и мост.;продълговат, среден;Тема 4
Продълговатият мозък е продължение на _ мозък. От него излиза и _ нерв, който провежда импулси до вътрешни органи и сърцето.;гръбначен, блуждаещ;Тема 4
В моста достига и се обработва информация от _ и _ в областта на главата.;сетивността, мускулите;Тема 4
Средният мозък е свързан със _ и _;зрението, слуха;Тема 4
Хълмовете на междинния мозък са изградени от _ мозъчно вещество. До тях достига информация от всички _ системи.;сиво, сетивни;Тема 4
В подхълмието се обединяват функции от _ , вегетативен и _ характер.;сетивен, хормонален;Тема 4
Нервните клетки са особено чувствителни към липсата на _ Прекъсването на кръвния ток към мозъка за повече от 5 минути води до _ на множество нервни клетки.;кислород, смърт;Тема 4
Вегетативната нервна система инервира всички вътрешни _ , жлезите, _ и кръвоносните съдове.;органи, сърцето;Тема 5
Дейността на вегетативната нервна система не е под _ контрол, затова тя се нарича и _ нервна система. Тази система функционира до голяма степен самостоятелно.;волев, автономна;Тема 5
Някои функции на вегетативната нервна система могат да се повлияват от човешкото _ състояние и _ Например при изживяване на страх, гняв, радост и др. може да настъпи сърцебиене, изпотяване, зачервяване, побледняване, изправяне на космите, сухота в устатата и др.;емоционално, воля;Тема 5
Вегетативната нервна система се състои от две части: _ и _ , които се различават по структура и функция.;симпатикус, парасимпатикус;Тема 5
Двете части на _ нервна система обикновено имат _ действие.;вегетативната, противоположно;Тема 5
Симпатиковата и парасимпатиковата вегетативна нервна система имат _ част и _ част.;централна, периферна;Тема 5
В централната част на вегетативната нервна система са разположени нервни клетки, чиито аксони достигат до нервни възли в шията, _ , коремната кухина и _;гръдния кош, таза;Тема 5
Централната симпатикова част се намира в сивото вещество на _ част на гръбначния мозък, а централната парасимпатикова - в четири области на мозъчния _ и в сивото вещество на кръстцовата част на гръбначния мозък.;гръдната, ствол;Тема 5
Симпатиковата част на вегетативната нервна система _ сърдечната дейност, повишава кръвното налягане и _ зеницата.;ускорява, разширява;Тема 5
Симпатиковата част на вегетативната нервна система _ кръвоносните съдове и _ перисталтиката на червата.;стеснява, понижава;Тема 5
Симпатиковата част на вегетативната нервна система _ въздухоносните пътища в белите дробове _секрецията на храносмилателни сокове.;разширява, намалява;Тема 5
Под действие на симпатиковите импулси организмът _ своята физическа активност, за да преодолее някакви критични състояния. Израз на това е ускорената сърдечна дейност и _ дишане.;повишава, усилено;Тема 5
Парасимпатиковата част на вегетативната нервна система _ сърдечната дейност и _ кръвното налягане.;забавя, понижава;Тема 5
Парасимпатиковата част на вегетативната нервна система _ секрецията на храносмилателни сокове и _ зеницата.;усилва, стеснява;Тема 5
Парасимпатиковата част на вегетативната нервна система _ кръвното налягане, _ перисталтиката на червата.;понижава, засилва;Тема 5
Парасимпатиковите импулси позволяват на организма да _ своята активност, да се успокои и да _ енергия.;понижи, запази;Тема 5
Централната симпатикова и парасимпатикова част са под висшия контрол на _ на _ мозък.;подхълмието, междинния;Тема 5
Ендокринната система е съставена от жлези с _ секреция. Секретът, който те произвеждат съдържа вещества наречени _ , които се отделят направо в кръвта.;вътрешна, хормони;Тема 6
Жлезите с вътрешна секреция действат съгласувано благодарение на _ контрол и обединяващото действие на _;нервния, хипофизата;Тема 6
Хормоналната регулация е по-бавна от нервната, но с по - _ и _ ефект.;продължителен, траен;Тема 6
Хипофизата е разположена под _ мозък. Повечето хормони на хипофизата се произвеждат от _ дял.;междинния, предния;Тема 6
Два от хормоните на предния дял на хипофизата активират дейността на _ жлези и повишават секрецията на _ хормони.;половите, полови;Тема 6
От _ дял на хипофизата се отделя и хормона на растежа, който стимулира растежа на _ и човешкото тяло.;предния, костите;Тема 6
Задният дял на хипофизата отделя два хормона. Единият се нарича _ хормон, а другият _;родов, антидиуретичен;Тема 6
Щитовидната жлеза е разположена около началото на _ и под _;трахеята, гръкляна;Тема 6
Хормоните на щитовидната жлеза съдържат елемента _ Ако този елемент не се съдържа в достатъчно количество във водата и храната, щитовидната жлеза се разраства и причинява така наречената _;йод, гуша;Тема 6
Основният хормон на щитовидната жлеза се нарича _ Недостатъчната му секреция в детска възраст води до развитие на заболяването _;тироксин, кретенизъм;Тема 6
Повишената секреция на хормона на растежа, отделян от _ в напреднала възраст, води до заболяването _;хипофизата, акромегалия;Тема 6
Околощитовидните жлези са разположени по _ повърхност на щитовидната жлеза. Те отделят хормон, който повишава съдържанието на калций в кръвта, но понижава съдържанието на калций в _;задната, костите;Тема 6
Задстомашната жлеза отделя хормоните _ и _;глюкагон, инсулин;Тема 6
Хормонът инсулин _ съдържанието на глюкоза в кръвта, а хормона глюкагон има _ действие.;понижава, противоположно;Тема 6
Хормоните на кората на надбъбречните жлези влияят върху обмяната на минерални соли, _ , _ и въглехидрати в организма.;белтъци, мазнини;Тема 6
Хормонът на сърцевината на надбъбречните жлези се нарича _. Той е хормон на _;адреналин, стреса;Тема 6
Женските полови хормони са естрогени (естрадиол) и _ , а основния мъжки полов хормон е _;прогестерон, тестостерон;Тема 6
Прогестеронът се отделя от _ и има важно значение за протичане на бременността. Прогестеронът, заедно с _ участва в регулирането на женските полови цикли.;жълтото тяло, естрадиола;Тема 6
Активната дейност на половите жлези предизвиква настъпване на _ стихването на дейността им се означава като _ ;пубертет, климакс;Тема 6
Климаксът се характеризира с ускоряване на процеса на стареене, липса на _ и _ на костите.;менструация, чувствителност;Тема 6
Способността на организма да възприема различни видове дразнения се нарича _ и се обуславя от различни _ системи.;сетивност, сетивни;Тема 7
Информацията, която се получава от съответните рецепторни клетки, се провежда по сетивните _ нервни пътища в централната нервна система. Там информацията се преработва, _ и осъзнава.;проводни, анализира;Тема 7
Сетивните системи се разделят на: система на _ сетивност и система за _ сетивност.;обща, специализирана;Тема 7
Всяка сетивна система е съставена от: _ част - рецепторни клетки, проводна част - нервни пътища, и _ част - сетивна зона в кората на крайния мозък.;периферна, корова/централна;Тема 7
Зрението е _ най-важното за човека. С него се осъзнава _ % от сетивната информация. ;сетиво, 85%;Тема 7
Със зрителната система се възприема светлината, разпознават се _ на предметите и живите организми, определя се движението им, различават се _;формите, цветовете;Тема 7
Със зрителната система се възприема _ , разпознават се формите на предметите и живите организми, определя се _ им, различават се цветовете.;светлината, движението;Тема 7
Зрителната сетивна система се състои от зрителния орган, зрителния _ и частите на мозъка, до които достига и се обработва зрителната информация. Окото е изградено от очна ябълка и _ органи.;нерв, допълнителни;Тема 7
Външната обвивка на очната ябълка отпред е прозрачна и се нарича _ , а останалата част - _;роговица, склера;Тема 7
Средната обвивка на очната ябълка съдържа множество кръвоносни съдове и _ клетки. В предната ѝ част са разположени ирисът и специални _ мускули.;пигменти, гладки;Тема 7
Средната обвивка на очната ябълка съдържа множество _ съдове и пигментни клетки. В предната й част са разположени _ и специални гладки мускули.;кръвоносни, ирисът;Тема 7
В централната част на ириса има отвор, наречен _ , през която преминават светлинните лъчи. При силна светлина тя се стеснява, а при по-слабо осветление се разширява. Това се нарича _ рефлекс.;зеница, зеничен;Тема 7
Ретината е вътрешната, светлочувствителна обвивка на очната ябълка, В нея се намират фоторецептори: _ - за светло и тъмно, и _ - за цветно виждане.;пръчици, колбички;Тема 7
В централната част на ретината липсват _ там има струпване на _ и мястото се нарича жълто петно.;пръчици, колбички;Тема 7
Там където се образува _ в ретината, липсват пръчици и колбички. Това място се нарича _ петно.;нервът, сляпо;Тема 7
Зрителните пигменти са вещества, производни на витамин _ Липсата на това вещество води до намаляване на зрението и дори до _;А, слепота;Тема 7
Зрителният нерв провежда зрителната информация до _ мозък. Намиращите се там неврони предават тази информация до зрителната зона на кората на _ мозък и така се възприема образът.;междинния, крайния;Тема 7
Лещата е прикрепена към специален мускул. С негова помощ тя променя своята _ Така с промяна на нейната форма - _ , човек може да вижда наблизо и далеч.;изпъкналост, акомодация;Тема 7
Допълнителните органи на окото са _ на очната ябълка, които са шест на брой, клепачите и _ апарат.;мускулите, слъзния;Тема 7
Слъзният апарат включва слъзната жлеза и _ канал. Секретът на слъзната жлеза предпазва _ от изсъхване и отмива прашинки и микроорганизми.;носовослъзния, роговицата;Тема 7
Вкусовата сетивност представлява процес, при който _ вещества в храната въздействат върху _ вкусови клетки.;разтворените, сетивните;Тема 8
Вкусовите рецептори са разположени във вкусови _ , намиращи се предимно в брадавичките на горната повърхност на езика, както и по _ на езика.;луковици, ръбовете;Тема 8
Съществуват четири основни вкусови усещания - за сладко, за _ , за солено и за _;горчиво, кисело;Тема 8
Четирите основни вкусови усещания са разпределени в различни зони на езика. За сладко - _ на езика, за кисело и солено - ръбовете, за горчиво - _ на езика.;върха, задната част;Тема 8
Вкусовата информация се провежда от съответните нерви до  _ мозък и до мозъчната _ , където тя се възприема като вкусови усещания.;междинния, кора;Тема 8
Обонятелната сетивност е чувствителност към _  и _ вещества, намиращи се във въздуха и храната.;летливи, разтворени;Тема 8
Мирисните вещества във въздуха постъпват в носната кухина при _ , като малка част от тях постъпват и от _;вдишване, устната кухина;Тема 8
Човек може да различи 2000 различни _ Обонятелната зона в носната кухина е с площ _ см2.;миризми, 5-8;Тема 8
Обонятелните рецепторни клетки са видоизменени _ клетки, които имат периферен и централен израстък. Периферният израстък завършва с разширение, от което излизат _;нерви, реснички;Тема 8
Мирисните вещества се възприемат, след като се свържат с клетъчната _ на обонятелните рецепторни клетки. Възникналите ог дразненето нервни импулси се провеждат до _ мозък, където се възприема обонятелната информация.;мембрана, крайния;Тема 8
Обонятелната сетивност има значение за преценка на _ на храната, както и за оценка на обстановката в _;качествата, околната среда;Тема 8
Общата сетивност представлява способността за получаване на информация от кожата, _ мускулите, _ и вътрешните органи.;ставите, сухожилията;Тема 8
Общата сетивност представлява способността за получаване на информация от _ , ставите, _ , сухожилията и вътрешните органи.;кожата, мускулите;Тема 8
Рецепторите на повърхностна сетивност са разположени в кожата и в някои _ Повърхностната сетивност осъществява връзката между организма и _;лигавици, околната среда;Тема 8
Повърхностната сетивност бива: за допир, за _ , за натиск и за _;болка, температура;Тема 8
Повърхностната сетивност бива: за _ , за болка, за _ и за температура.;допир, натиск;Тема 8
Усещането за болка се възприема от _ рецептори. Дразнителят може да бъде химичен, топлинен или _;болковите, механичен;Тема 8
Положението и движението на тялото и крайниците се възприема от рецепторите за _ сетивност. Те са разположени в ставите, сухожилията и _ ;дълбока, мускулите;Тема 8
Рецепторите на вътрешната сетивност са разположени във вътрешните органи и  _ система. Чрез тях се получава информация за тяхното _;кръвоносната, състояние;Тема 8
Ухото се състои от _ части. Средното и вътрешното ухо се намират в _ кост.;три, слепоочната;Тема 9
Ушната мида с образувана от еластичен _ Външното ухо събира звуковите вълни и ги провежда до _ мембрана.;хрущял, тъпанчевата;Тема 9
Тъпанчевата мембрана с разположена на границата на _ със _  ухо.;външното, средното;Тема 9
Средното ухо се състои от тъпанчева мембрана, тъпанчева кухина, _ костици и _ тръба.;слухови, Евстахиева;Тема 9
Евстахиевата тръба свързва гълтача с _ кухина. Затова възпаление на гълтача лесно може да премине в _ ухо.;тъпанчевата, средното;Тема 9
_ тръба свързва гълтача с тъпанчевата кухина. Затова възпаление на гълтача лесно може да премине в _ ухо.;Евстахиевата, средното;Тема 9
Слуховите костици са чукче, _ и стреме. Трептенията на тъпанчевата мембрана се предават на свързаното с нея _;наковалня, чукче;Тема 9
Слуховите костици са _ , наковалня и _;чукче, стреме;Тема 9
Вътрешното ухо се състои от две части: охлюв и _ апарат. Във вътрешността на охлюва се намира _ лабиринт, изпълнен с течност.;вестибуларен, ципест;Тема 9
Кортиевият орган е разположен върху основната мембрана на една от стените на _ лабиринт. В него се намират слухови сетивни клетки, които са свързани с влакната на слуховия _;ципестия, нерв;Тема 9
_ орган е разположен върху основната мембрана на една от стените на ципестия лабиринт. В него се намират слухови сетивни клетки, които са свързани с влакната на _ нерв.;Кортиевият, слуховия;Тема 9
Слуховите костици предават трептенията си на течността в _ , а тя ги предава на основната мембрана на ципестия канал. Разположените върху нея сетивни клетки се допират до _ мембрана и в тях възникват импулси.;охлюва, покривната;Тема 9
Основната сетивна информация за равновесието идва от _ апарат и от рецепторите за дълбока сетивност, разположени в мускулите, сухожилията и _;вестибуларния, ставите;Тема 9
Вестибуларният апарат представлява част от _ ухо, която е изградена от две _ и три полуокръжни канала, разположени в трите основни равнини на пространството.;вътрешното, торбички;Тема 9
_ апарат представлява част от вътрешното ухо, която е изградена от две торбички и три _ канала, разположени в трите основни равнини на пространството.;Вестибуларният, полуокръжни;Тема 9
Особено важно значение за равновесието има _ мозък, защото до него достига информацията от равновесния нерв. Морското вълнение при пътуване с кораб може да доведе до силно _ На вестибуларния апарат.;малкия, дразнене;Тема 9
Кожата е най-външната обвивка на човека. Тя е изградена от два слоя: външен - _ и вътрешен - _;епидермис, дерма;Тема 10
Епидермисът е изграден от _ покривен епител. Най-горните му слоеве са от мъртви _ клетки.;многослоен, вроговени;Тема 10
В най-дълбокия слой на кожата има клетки, които произвеждат тъмния пигмент _. Той поглъща вредните _ лъчи.;меланин, ултравиолетовите;Тема 10
Най-повърхностният слой на епидермиса е изграден от _ слой. Клетките му са изгубили _ си.;рогов, ядрата;Тема 10
Дермата е изградена предимно от _ тъкан. Тя е богато кръвоснабдена, което има значение за _ на телесната температура.;съединителна, регулация;Тема 10
Непосредствено под епидермиса дермата образува изпъквания, наречени _ В драмата на различна дълбочина се разполагат потните и _ жлези.;папили, мастните;Тема 10
Потни жлези има по цялото тяло, като най-много са по _, стъпалата, слабините и под _;дланите, мишниците;Тема 10
Потните жлези представляват тръбички, на които единият край е навит на клъбце, разположено в _ Секретът на потните жлези съдържа вода, в която са разтворени някои _ и крайни продукти на обмяната.;дермата, соли;Тема 10
_ жлези имат изходни канали, които се отварят в космената торбичка. Секретът им смазва космите и _, като го предпазва от засъхване и напукване.;Мастните, епидермиса;Тема 10
Придатъците на кожата са космите и _ Те са _ образувания на епидермиса.;ноктите, рогови;Тема 10
Косми покриват цялото тяло с изключение на дланите, _ , пръстите и _;ходилата, устните;Тема 10
Космите са изградени от _ в дермата и _ , който излиза над повърхността на кожата.;корен, ствол;Тема 10
Кожата изпълнява редица важни функции: защитна, _ , сетивна и _;отделителна, терморегулаторна;Тема 10
Кожата покрива човешкото тяло и го предпазва от болестотворни микроорганизми, от вредното действие на _ лъчи, от загуба на _ и други, т.е. осъществява защитна функция.;ултравиолетовите, вода;Тема 10
Отделителната функция на кожата е свързана с дейността на потните жлези - чрез _ се отделят крайни продукти на обмяната. При увреждане на _ тяхната функция се допълва от кожата.;потта, бъбреците;Тема 10
Терморегулаторна функция на кожата се осъществява главно чрез _ жлези. Подкожният _ слой играе роля на термоизолатор, който възпрепятства отделянето на топлина от тялото.;потните, мастен;Тема 10
Кожата е добра среда за развитие на някои _ и гъбички. Спазването на лична хигиена ограничава разпространението им. При плуване в басейни или използване на общи хавлиени кърпи, дрехи или обувки могат да се получат инфекции с гъбички - _;микроорганизми, микози;Тема 10
_ (младежки пъпки) е заболяване на кожата, при което секрет и мъртви вроговени клетки запушват каналите на _ жлези.;Акнето, мастните;Тема 10
В натрупания секрет на мастните жлези се развиват _ и се получават възпаления. При проблемна кожа е необходима консултация с _ (кожен лекар).;бактерии, дерматолог;Тема 10
При увреждане на бъбреците чрез потта се отделят повече _ вещества, а при захарен диабет - _;вредни, глюкоза;Тема 10
Под действие на полезните _ лъчи в кожата се синтезира витамин Д, който предпазва от _;ултравиолетови, рахит;Тема 10
Под дермата се разполага _ , изградено от  _ тъкан.;подкожие, мастна;Тема 10
Вроденият имунитет включва _ защитни механизми, които са готови да действат срещу всички възможни _;неспецифични, патогени;Тема 11
При попадането им в организма повечето _ с белтъчна природа се подлагат на обработка във фагоцитиращите клетки. Този процес се означава като _ на антигена.;антигени, представяне;Тема 11
Вроденият (неспецифичен) имунитет включва _ системата на комплемента и _;фагоцитоза, възпаление;Тема 11
Двете основни характеристики на придобития имунитет са _ и _;специфичност, апмет;Тема 11
Т-хелперите _ другите клетки на имунната система за действие срещу _;активират, антигена;Тема 11
Имунен отговор, реализиран с участието на синтезираните от плазматичните клетки _ се означава като _;антитела, хуморален;Тема 11
Прицелните клетки мишени, както и заразени с вируси клетки, _ клетки се разпознават от _ и бързо се разрушават.;раковите, Т-убийците;Тема 11
Срещу _ на антигена организмът противопоставя първоначално поредица от _ бариери.;проникването, няколко;Тема 11
Пори в _ на попаднали в организма клетки нашественици се образуват в резултат на активиране на _ , както и на системата на комплемента.;мембраната, Т-убийците;Тема 11
След _ им от Т-хелперите лимфоцити _ се превръщат в плазматични клетки, синтезиращи антитела.;стимулирането, В-лимфоцитите;Тема 11
Рецепторите преобразуват дразненията в нервни импулси с определена _ и _;честота, сила;Тема 12
При възбуждане на рецептора за повръщане започват перисталтични движения от _ към _ и хранопровода.;дванадесетопръстника, стомаха;Тема 12
В зависимост от това кои са ефекторните органи, рефлексните дъги може да бъдат _ и _;соматични, вегетативни;Тема 12
"Сложната полисинаптична рефлексна дъга включва вериги от няколко _ и междинни неврона и _ неврон.
";сетивни, двигателен;Тема 12
По сетивните неврони информацията от _ се предава към _ нервна система.;рецепторите, централната;Тема 12
Рефлексната дъга включва _ , сетивен неврон, нервен _ , двигателен неврон и изпълнителен орган.;рецептор, център;Тема 12
Информацията от централната нервна система до изпълнителните _ , се осъществява чрез _ неврони.;органи, двигателни;Тема 12
Рефлекси, формирани през следзародишното развитие, които могат да се _ типични за индивида, се наричат _;променят, условни;Тема 12
Крайният отговор на нервния център се формира чрез сумиране на сигналите за _ и _;възбуждане, задържане;Тема 12
При химичните синапси предаването на нервния _ ce осъществява чрез _ - химично вещество посредник.;импулс, невромедиатор;Тема 12
При разграждането на хранителните вещества се получават малки _ на прости вещества, от които впоследствие във всяка клетка се изграждат _ структури.;молекули, собствени;Тема 13
Храната с съставена от хранителни _ , които съдържат различни хранителни _;пордукти, вещества;Тема 13
Основен източник на енергия за клетката е _ , а _ служат като енергиен резерв.;глюкозата, мазнините;Тема 13
Белтъците представляват дълги вериги от _ Те са необходими за растежа и _ на организма.;аминокиселини, развитието;Тема 13
Мазнините в клетките са образувани от 2 вида молекули _ и _;глицерол, мастни киселини;Тема 13
"Клетките ""предпочитат"" да използват при необходимост енергия първо от _ , а ако те не са достатъчни и _";въглехидратите, мазнините;Тема 13
Витамините са _ вещества, които участват в синтезата или в активирането на клетъчните _;органични, ензими;Тема 13
Разграждането на хранителните вещества протича при процеса _ , който се осъществява чрез органи, изграждащи _ система.;храносмилане, храносмилателна;Тема 13
Храносмилането включва _ и _ обработка на храната.;механична, химична;Тема 13
Част от зъба лежи във вдлъбнатина на _ и се нарича _;челюстта, корен;Тема 13
Под дентина се намират кухина и канал, запълнени с _ която съдържа нерви и _;пулпа, кръвоносни съдове;Тема 13
Около устната кухина са разположени три чифта големи слюнчени жлези - по две _ , подчелюстни и _;околоушни, подезични;Тема 13
Слюнката съдържа ензимите амилаза и _ с които се осъществява разграждането на скорбялата до проста захар _. ;малтаза, глюкоза;Тема 13
Езикът е _ орган прикрепен към _ на устната кухина.;мускулест, дъното;Тема 13
Стените на гълтача са изградени от _ мускулатура, която при съкращение изтласква хапката в _;напречно набраздена, хранопровода;Тема 13
Хранопроводът представлява тръба дълга около 25 см, която преминава през гръдната кухина, през _ и се отваря в _;диафрагмата, стомаха;Тема 13
В гълтача се срещат в общо пространство _ и _;храната, въздухът;Тема 13
Входът на стомаха е свързан с _ , а изходът - с началото на _;хранопровода, тънкото черво;Тема 14
На изхода на стомаха се намира кръгъл мускул - _ , който при съкращение не позволява преминаване на _ в тънкото черво.;сфинктер, храната;Тема 14
В стомашния сок се съдържа _ киселина, която активира пепсина и  _ предпазваща стомашните клетки.;солна, слуз;Тема 14
При запълнен стомах периодично възникват последователни _ и отпускания на мускулните влакна от входа към изхода на стомаха - _;съкращения, перисталтика;Тема 14
Ензимът трипсин разгражда белтъците до _. Други ензими ги доразграждат до _;малки молекули (пептиди), аминокиселини;Тема 14
Жлъчният сок представлява златистозеленикава течност, съдържаща жлъчни _ , но не и _;киселини, ензими;Тема 14
По цялата дължина на тънкото черво лигавицата е силно нагъната и осеяна с малки _ секретиращи чревен _ сок.;жлезички, смилателен;Тема 14
Получените в храносмилането прости захари, аминокиселини, _ киселини и глицерол лесно преминават през _ клетки на лигавицата на тънкото черво. ;мастни, епителните;Тема 14
На изхода на тънкото черво се намира _ , която периодично пропуска съдържанието на тънкото черво. Дебелото черво е дълго _  и е значително по-широко от тънкото.;клапа, 1,5 м.;Тема 14
Дебелото черво извършва _ движения, които осигуряват изхвърлянето на остатъците от храна през _;перисталтични, ануса;Тема 14
Стомашната стена има силно развит слой от _ мускули, чиито съкращения подпомагат размесването на стомашния сок с храната и улесняват действието на ензима _;гладки, пепсин;Тема 14
Дванадесетопръстникът има голямо физиологично значение, тъй като в него се изливат секретите на _ и _ сок;панкреаса, жлъчния;Тема 14
_ черво има възходяща, хоризонтална и низходяща част и завършва с _ черво и анус. ;Дебелото, право;Тема 14
Всмуканите през стените на чревните власинки _ молекули, преминават в кръвта и _;малки, лимфата;Тема 14
